1,0.1176,0.8824,
2,0.95,0.05,
3,0.4474,0.5526, 
4,0.1053,0.8947, 
5,0.75,0.25,
8,0.0667,0.9333,
10,0.6667,0.3333,
12,0.75,0.25, 
13,0.0239,0.9761,
14,0.5,0.5,
16,0.6667,0.3333,
19,0.1463,0.8537,
22,0.5,0.5,
26,0.8286,0.1714,
31,0.6896,0.3104,
34,0.6001,0.3999,
38,0.5,0.5,
41,0.2506,0.7494,
42,0.2506,0.7494,
44,0.6657,0.3343,
46,0.6657,0.3343,
48,0.5,0.5,
50,0.5,0.5
