time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
0,1.1363371054780858e-17,0,1.1363371054780858e-17,0,0,0,0,0,0,0,1,1,0
60,1.1363371054780858e-17,0,1.0692658599485005e-17,6.4762084549436936e-19,9.8449660002597507e-21,1.5754677841468835e-23,1.644413377820071e-25,1.9882900816773225e-24,1.3228736391965517e-20,0.0019362630120362916,1,1,0
120,1.1363371054780858e-17,0,1.0068916503963032e-17,1.2307158256355442e-18,3.792089518455325e-20,1.1868785875062259e-22,2.5043813626677804e-24,1.5472853584233298e-23,2.5681164904037699e-20,0.014586836569372387,1,1,6.1629758220391547e-33
180,1.1363371054780858e-17,0,9.4886375269512201e-18,1.7546946311974948e-18,8.2191068943726793e-20,3.7347756641278823e-22,1.1999825090370707e-23,5.0832626643019577e-23,3.7411517670274137e-20,0.045900703584490998,1,1,4.622231866529366e-33
240,1.1363371054780858e-17,0,8.9485830302505502e-18,2.2245350455971216e-18,1.4081582775853155e-19,8.1418696696133296e-22,3.5614912132332363e-23,1.1736783660725572e-22,4.8469981458959626e-20,0.10006425551017584,1,0.97748554251021047,7.7037197775489434e-33
300,1.1363371054780858e-17,0,8.4457714728026084e-18,2.6464270342306992e-18,2.1052999850972102e-19,1.435734483321072e-21,8.0843386592517744e-23,2.2296031944737608e-22,5.8903011048470188e-20,0.17645296229684423,0.97748554251021047,0.96029808348321,3.0814879110195774e-33
360,1.1363371054780858e-17,0,7.9774590867459748e-18,3.0245933952383918e-18,2.8984031941834693e-19,2.1964133666220002e-21,1.5406438049380471e-22,3.7414578217788686e-22,6.8753629848856014e-20,0.26994102981516677,0.96029808348321,0.93926326829158746,4.622231866529366e-33
420,1.1363371054780858e-17,0,7.541115631702704e-18,3.3635300800700423e-18,3.7679702961741971e-19,3.0307830832647606e-21,2.5932636647780945e-22,5.7650609732867608e-22,7.8061697843626959e-20,0.3724857620499426,0.93926326829158746,0.91619070353876286,7.7037197775489434e-33
480,1.1363371054780858e-17,0,7.1344106348752774e-18,3.6672630604245214e-18,4.6973577072272556e-19,3.8651552333323549e-21,3.9769802079369547e-22,8.3457512937585473e-22,8.6864160374836726e-20,0.47503079335465476,0.91619070353876286,0.89311807149520273,4.622231866529366e-33
540,1.1363371054780858e-17,0,6.7551956434644243e-18,3.9392786866234167e-18,5.673469199237602e-19,4.6351956199024814e-21,5.6734229730154337e-22,1.1519896615039599e-21,9.5195277190555906e-20,0.56966939741200406,0.89311807149520273,0.87182438558229913,4.622231866529366e-33
