time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
0,1.1363371054780858e-17,0,1.1363371054780858e-17,0,0,0,0,0,0,0,1,1,0
60,1.1363371054780858e-17,0,1.0692658599484948e-17,6.476208454660059e-19,9.8449424319591451e-21,1.5778081478543742e-23,1.64636824418666e-25,1.9882876786671562e-24,1.322873639196551e-20,0.0019391393385008026,1,1,0
120,1.1363371054780858e-17,0,1.0068916503959603e-17,1.2307158247802584e-18,3.7920541883731208e-20,1.1903618965669163e-22,2.5102691537713332e-24,1.5472794417380257e-23,2.5681164904036513e-20,0.014629646727482714,1,1,1.5407439555097887e-33
180,1.1363371054780858e-17,0,9.4886375269146922e-18,1.7546946251326431e-18,8.2189417284051263e-20,3.7509395266685818e-22,1.2041522697524275e-23,5.0832303854209995e-23,3.7411517670254884e-20,0.046099358799685658,1,1,1.5407439555097887e-33
240,1.1363371054780858e-17,0,8.9485830300598384e-18,2.2245350220327663e-18,1.4081110316528246e-19,8.1877438731760601e-22,3.5776703451600386e-23,1.1736697337568182e-22,4.846998145882386e-20,0.10062805328794656,1,0.97484298667801339,1.5407439555097887e-33
300,1.1363371054780858e-17,0,8.4457725597604588e-18,2.6466160088403957e-18,2.1033010472896444e-19,1.4451806194104427e-21,8.1285912220504159e-23,2.2290343927172092e-22,5.8903011480138171e-20,0.1776139002798709,0.97484298667801339,0.95559652493003222,1.5407439555097887e-33
360,1.1363371054780858e-17,0,7.9774645255970208e-18,3.0251652787928094e-18,2.8924660009748862e-19,2.2121395576589181e-21,1.5501477801662146e-22,3.7386219488010981e-22,6.8753633762985467e-20,0.27187379177522736,0.95559652493003222,0.93203155205619315,0
420,1.1363371054780858e-17,0,7.5411312008763815e-18,3.3647549237889877e-18,3.7553302008236907e-19,3.0534577106242572e-21,2.6105277226736301e-22,5.7568590943112246e-22,7.8061713640804775e-20,0.37527249261401274,0.93203155205619315,0.90618187684649687,6.1629758220391547e-33
480,1.1363371054780858e-17,0,7.1344452542706489e-18,3.6694681836469688e-18,4.6746569072442563e-19,3.8945192857106707e-21,4.0047328040024812e-22,8.3272834754815608e-22,8.6864205225168688e-20,0.47863965981804724,0.90618187684649687,0.88034008504548822,1.2325951644078309e-32
540,1.1363371054780858e-17,0,6.7552616740254706e-18,3.9428178743192337e-18,5.6370609547108726e-19,4.6702027008875801e-21,5.7140773838827053e-22,1.1484195038293822e-21,9.5195381021974713e-20,0.57397179678524857,0.88034008504548822,0.85650705080368783,1.3866695599588098e-32
