time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
0,1.1363371054780858e-17,0,1.1363371054780858e-17,0,0,0,0,0,0,0,1,1,0
60,1.1363371054780858e-17,0,1.0691375712843255e-17,6.4758211471578128e-19,9.8445744738845191e-21,1.5754206366926843e-23,1.6443740396689661e-25,1.9882308257574373e-24,1.4550745873339405e-20,0.0019362050674228909,1,1,3.0814879110195774e-33
120,1.1363371054780858e-17,0,1.0066501434967581e-17,1.2305691054667136e-18,3.7917896473478443e-20,1.1868081221852737e-22,2.5042623846825321e-24,1.5471937530692215e-23,2.8245960860950198e-20,0.014585970544716319,1,1,1.5407439555097887e-33
180,1.1363371054780858e-17,0,9.4852260193925451e-18,1.7543818981125274e-18,8.2181376032709505e-20,3.7344491378065283e-22,1.1998981938279971e-23,5.0828143338256622e-23,4.1145489204014145e-20,0.045896690548839901,1,1,4.622231866529366e-33
240,1.1363371054780858e-17,0,8.9442972724003814e-18,2.2240082022414961e-18,1.4079381279713576e-19,8.1409512164691436e-22,3.561165401691423e-23,1.1735413063742603e-22,5.3304706435540189e-20,0.10005296764463349,1,0.97498675808884161,3.0814879110195774e-33
300,1.1363371054780858e-17,0,8.4407223997725063e-18,2.6458250117992059e-18,2.1030986817249928e-19,1.435203557469588e-21,8.0829703907321535e-23,2.228754643252467e-22,6.4774866310939492e-20,0.1763877110680532,0.97498675808884161,0.95590307223298665,4.622231866529366e-33
360,1.1363371054780858e-17,0,7.9717485411818433e-18,3.0240630218992008e-18,2.8923361726548814e-19,2.1946187468766612e-21,1.5400612558089152e-22,3.7381465516526997e-22,7.5603434906695079e-20,0.26972046955563395,0.95590307223298665,0.93256988261109153,9.2444637330587321e-33
420,1.1363371054780858e-17,0,7.5348376778040853e-18,3.3632915136774179e-18,3.7554589864335323e-19,3.0268053762359913e-21,2.5915309979394388e-22,5.7561885941620844e-22,8.5834387320551752e-20,0.37199689854730406,0.93256988261109153,0.90700077536317403,4.622231866529366e-33
480,1.1363371054780858e-17,0,7.1276530480529467e-18,3.667591010014329e-18,4.6753026704530159e-19,3.8582903893445877e-21,3.9730577743626575e-22,8.3265020373697235e-22,9.5508483297756198e-20,0.47418709831812877,0.90700077536317403,0.88145322542046778,4.622231866529366e-33
540,1.1363371054780858e-17,0,6.7480410158740445e-18,3.9404744971924711e-18,5.6385183063642082e-19,4.6252310242490806e-21,5.6660903025329457e-22,1.1483501180775695e-21,1.0466352090533344e-19,0.56844474031728442,0.88145322542046778,0.85788881492067892,7.7037197775489434e-33
