time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
0,1.1363371054780858e-17,0,1.1363371054780858e-17,0,0,0,0,0,0,0,1,1,0
15,1.1363371054780858e-17,0,1.1191086944461595e-17,1.6826761508989702e-19,6.3311609748789494e-22,2.5655313675243057e-25,6.6517067715317094e-28,3.1731921234122354e-26,3.3830901816509145e-21,3.1530593917197267e-05,1,1,0
30,1.1363371054780858e-17,0,1.1021913234092244e-17,3.3223212131250717e-19,2.5084488594056915e-21,2.0247344991066856e-24,1.0520704104905251e-26,2.5205885498293733e-25,6.7149632026495573e-21,0.00024884155418874603,1,1,6.1629758220391547e-33
45,1.1363371054780858e-17,0,1.0855790024563703e-17,4.919862546943937e-19,5.5905948092166253e-21,6.7401845608933311e-24,5.2645712929735554e-26,8.447150333918374e-25,9.9965431682481278e-21,0.00082837428926690675,1,1,1.0785207688568521e-32
60,1.1363371054780858e-17,0,1.0692658599484772e-17,6.4762084549476292e-19,9.8449660000672721e-21,1.5754677884087523e-23,1.6444132943053311e-25,1.9882900833628573e-24,1.3228736391969106e-20,0.0019362630172741638,1,1,1.0785207688568521e-32
75,1.1363371054780858e-17,0,1.0532461401608295e-17,7.9922485679046502e-19,1.5237778440420757e-20,3.0333095634799117e-23,3.9670090672630742e-25,3.8563982742770176e-24,1.6412431746872606e-20,0.0037279626857000371,1,1,1.2325951644078309e-32
90,1.1363371054780858e-17,0,1.0375142009728939e-17,9.4688542229410211e-19,2.1736042620473237e-20,5.1648641908111756e-23,8.1264270371456244e-25,6.6178429249047228e-24,1.9548501009822631e-20,0.0063476610537445705,1,1,1.6948183510607676e-32
105,1.1363371054780858e-17,0,1.0220645116043222e-17,1.0906878834230493e-18,2.9307555732839739e-20,8.0776717589207564e-23,1.4868891836918896e-24,1.0436776096015279e-23,2.2637799198892127e-20,0.0099275257847546081,1,1,1.5407439555097887e-32
120,1.1363371054780858e-17,0,1.0068916503962596e-17,1.2307158256362701e-18,3.7920895184180011e-20,1.1868785884667385e-22,2.5043813486147039e-24,1.5472853587178226e-23,2.5681164904044331e-20,0.014586836581177166,1,1,1.3866695599588098e-32
135,1.1363371054780858e-17,0,9.9199030263704575e-18,1.3670511140548874e-18,4.7545412995570966e-20,1.6624014281634847e-22,3.9592207529839728e-24,2.1881385163199006e-23,2.8679420611224803e-20,0.020431051836786802,1,1,1.5407439555097887e-32
