time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
3000,1.1363371054780858e-17,0,1.4897387449071392e-18,4.7950756272760168e-18,4.7390214648219708e-18,7.9469920437177685e-21,1.0408022809055906e-20,7.2036553534538368e-20,2.491436493884191e-19,0.97669193277282595,0.75592336022299322,0.75582701680679354,0
3060,1.1363371054780858e-17,0,1.4568314997629312e-18,4.7467002757678709e-18,4.8153378348366376e-18,7.9499645041441357e-21,1.0592186129492964e-20,7.5047845576313233e-20,2.5091144820346877e-19,0.97705725063182824,0.75582701680679354,0.75573568734204288,0
3120,1.1363371054780858e-17,0,1.4253158493091711e-18,4.6985326594647726e-18,4.8900482453177439e-18,7.9527849351989061e-21,1.0773944497327912e-20,7.810696970894772e-20,2.5264060154769604e-19,0.97740388395459776,0.75573568734204288,0.75564902901135056,0
3180,1.1363371054780858e-17,0,1.395111972456536e-18,4.6506350447417588e-18,4.9631695839829056e-18,7.9554635296599515e-21,1.0953324835317235e-20,8.1212934355776272e-20,2.5433273087890622e-19,0.97773308544201343,0.75564902901135056,0.7555667286394967,1.5407439555097887e-33
3240,1.1363371054780858e-17,0,1.366145472730997e-18,4.6030631995636846e-18,5.0347198948076394e-18,7.9580096158154433e-21,1.1130354098183513e-20,8.4364758799182295e-20,2.5598936516535941e-19,0.97804600154845145,0.7555667286394967,0.75548849961288711,3.0814879110195774e-33
3300,1.1363371054780858e-17,0,1.3383469837621698e-18,4.5558669243315218e-18,5.1047182347165983e-18,7.9604317456245727e-21,1.1305059238488271e-20,8.7561473830908938e-20,2.5761194715555043e-19,0.97834368331680999,0.75548849961288711,0.7554140791707975,4.622231866529366e-33
3360,1.1363371054780858e-17,0,1.3116518041276656e-18,4.509090541886066e-18,5.1731845423062978e-18,7.9627377724342924e-21,1.1477467176376883e-20,9.0802122319601495e-20,2.5920183919241761e-19,0.97862709592996233,0.7554140791707975,0.75534322601750947,1.5407439555097887e-33
3420,1.1363371054780858e-17,0,1.285999559353658e-18,4.4627733497505026e-18,5.2401395176758618e-18,7.964934919655718e-21,1.1647604772742846e-20,9.4085759702569215e-20,2.607603286058692e-19,0.9788971271511433,0.75534322601750947,0.75527571821221418,0
3480,1.1363371054780858e-17,0,1.2613338890369861e-18,4.416950037463198e-18,5.3056045125104625e-18,7.9670298415935002e-21,1.181549880541802e-20,9.7411454408216092e-20,2.6228863271498036e-19,0.97915459479992972,0.75527571821221418,0.7552113513000176,4.622231866529366e-33
3540,1.1363371054780858e-17,0,1.2376021572068151e-18,4.371651071639087e-18,5.3696014296255094e-18,7.9690286774458184e-21,1.198117594804634e-20,1.0077828821508999e-19,2.6378790346885988e-19,0.9794002533888847,0.7552113513000176,0.75514993665277885,6.1629758220391547e-33
3600,1.1363371054780858e-17,0,1.214755184185134e-18,4.3269030512005415e-18,5.4321526312384358e-18,7.9709370993454369e-21,1.2144662751341712e-20,1.0418535655303906e-19,2.6525923175301807e-19,0.97963480002784331,0.75514993665277885,0.75509129999303914,1.5407439555097887e-33
3660,1.1363371054780858e-17,0,1.1927469983360373e-18,4.2827290350359306e-18,5.4932808552896344e-18,7.9727603551885121e-21,1.2305985626468317e-20,1.0763176875153655e-19,2.6670365138605641e-19,0.97985887968760843,0.75509129999303914,0.75503528007809795,4.622231866529366e-33
3720,1.1363371054780858e-17,0,1.1715346062145838e-18,4.2391488441748047e-18,5.5530091391847791e-18,7.974503306893388e-21,1.2465170830313344e-20,1.1111664823983965e-19,2.6812214282963713e-19,0.98007308990198894,0.75503528007809795,0.75498172752450277,6.1629758220391547e-33
3780,1.1363371054780858e-17,0,1.1510777797378312e-18,4.1961793404119683e-18,5.611360750377696e-18,7.9761704646433881e-21,1.2622244452450132e-20,1.1463913270328403e-19,2.6951563663297915e-19,0.98027798497626706,0.75498172752450277,0.75493050375593329,7.7037197775489434e-33
3840,1.1363371054780858e-17,0,1.1313388591040244e-18,4.1538346831677031e-18,5.6683591232567121e-18,7.9777660175925597e-21,1.2777232403613518e-20,1.181983741996768e-19,2.7088501663152904e-19,0.98047407976095979,0.75493050375593329,0.75488148005976008,7.7037197775489434e-33
3900,1.1363371054780858e-17,0,1.1122825702815705e-18,4.1121265662371805e-18,5.7240278018376899e-18,7.979293861449594e-21,1.2930160405529904e-20,1.2179353923943804e-19,2.7223112291799145e-19,0.9806618530419059,0.75488148005976008,0.7548345367395235,7.7037197775489434e-33
3960,1.1363371054780858e-17,0,1.0938758559778748e-18,4.0710644359578237e-18,5.7783903878044951e-18,7.9807576233007451e-21,1.308105398196285e-20,1.254238088328543e-19,2.7355475460253824e-19,0.9808417505910233,0.7548345367395235,0.75478956235224415,7.7037197775489434e-33
4020,1.1363371054780858e-17,0,1.0760877190799276e-18,4.0306556922084839e-18,5.8314704934723038e-18,7.9821606839859353e-21,1.3229938450850558e-20,1.2908837850753816e-19,2.7485667237776037e-19,0.98101418791635053,0.75478956235224415,0.75474645302091237,6.1629758220391547e-33
4080,1.1363371054780858e-17,0,1.0588890776342073e-18,3.9909058735478574e-18,5.8832916992813536e-18,7.9835061983023185e-21,1.3376838917425472e-20,1.3278645829894216e-19,2.7613760090276212e-19,0.98117955274508228,0.75474645302091237,0.75470511181372946,9.2444637330587321e-33
4140,1.1363371054780858e-17,0,1.0422526305034548e-18,3.951818827701175e-18,5.9338775154584581e-18,7.9847971132752587e-21,1.3521780268218277e-20,1.3651727271654985e-19,2.7739823101971937e-19,0.98133820726908716,0.75470511181372946,0.75466544818272818,7.7037197775489434e-33
4200,1.1363371054780858e-17,0,1.0261527329025848e-18,3.913396868513099e-18,5.9832513475112166e-18,7.9860361847070182e-21,1.3664787165859139e-20,1.4028006068815164e-19,2.786392218152313e-19,0.98149049017875556,0.75466544818272818,0.75462737745531117,6.1629758220391547e-33
