model_time,CD95,FADD,DISC,p55free,DISCp55,p30,p43,p18,p18inactive,Bid,tBid,PrNES_mCherry,PrNES,mCherry,PrER_mGFP,PrER,mGFP,CD95L
0,116,93,0,155,0,0,0,0,0,236,0,973,0,0,5178,0,0,16.600000000000001
0.25,116,91.876040356892162,1.1132933193093002,154.98933367619824,0.010656151182209616,1.0170067533005876e-05,2.548767472059696e-09,3.2325408864454845e-12,1.1018972457215277e-14,235.99999999998664,1.3307527597685715e-11,972.99999999984186,1.5800644695684845e-10,1.5800644695684845e-10,5178,9.1449893615694786e-13,9.1449893615694786e-13,16.600000000000001
0.5,116,90.767215692073748,2.1905836850541673,154.95779937692393,0.04211990446367788,8.0638421571824768e-05,7.9986805685237367e-08,2.0264097510779356e-10,1.3820790381704185e-12,235.99999999916179,8.3811694381961382e-10,972.99999999004842,9.9513511773488934e-09,9.9513511773488934e-09,5177.9999999998863,1.1470305557067052e-10,1.1470305557067052e-10,16.600000000000001
0.75,116,89.673292931669948,3.2327938401710918,154.90608676955614,0.093642900811446786,0.00026973170057399541,5.9564690055060524e-07,2.2617635672364804e-09,2.3196717051806515e-11,235.9999999906014,9.398484098466061e-09,972.99999988840739,1.1159256054306971e-07,1.1159256054306971e-07,5177.9999999980764,1.9251679908062747e-09,1.9251679908062747e-09,16.600000000000001
1,116,88.594043109520427,4.2408321513146774,154.83487524821243,0.1644886236484201,0.00063365413124751176,2.4613851843366807e-06,1.2452010674253178e-08,1.7071201538101051e-10,235.99999994801408,5.1985799851086296e-08,972.99999938274834,6.1725151157352545e-07,6.1725151157352545e-07,5177.9999999858337,1.4167923285142884e-08,1.4167923285142884e-08,16.600000000000001
1.25,116,87.529241296919253,5.2155921338832787,154.74483338346062,0.25393268491749632,0.001226518596725593,7.3656832066497606e-06,4.6542280443653846e-08,7.9965663695497987e-10,235.99999980477796,1.9522194656813866e-07,972.99999768203907,2.3179607101928593e-06,2.3179607101928593e-06,5177.9999999336351,6.6366001605043725e-08,6.6366001605043725e-08,16.600000000000001
1.5,116,86.478666532583048,6.1579520432269641,154.63661843682735,0.36126307489117493,0.002100377463634626,1.7971835140137927e-05,1.3616794301261768e-07,2.8147270436205711e-09,235.9999994261583,5.7384162643534235e-07,972.99999318651203,6.8134877524120101e-06,6.8134877524120101e-06,5177.9999997663972,2.3360298765603852e-07,2.3360298765603852e-07,16.600000000000001
1.75,116,85.442101752935059,7.0687745281288823,154.51087593650348,0.48578037734223201,0.0033052532054628132,3.8088388304255644e-05,3.3642613506434503e-07,8.1343804363189256e-09,235.99999857556355,1.4244363980788155e-06,972.99998308700594,1.691299388615333e-05,1.691299388615333e-05,5177.999999324903,6.7509763580119004e-07,6.7509763580119004e-07,16.600000000000001
2,116,84.419333722786291,7.9489063427335864,154.36823931070418,0.62679795164351204,0.0048891688531045047,7.2813983459534305e-05,7.3446743589142409e-07,2.0348258392978842e-08,235.99999687563658,3.1243633584716749e-06,972.99996290298498,3.7097014716458853e-05,3.7097014716458853e-05,5177.9999983112348,1.6887655107810043e-06,1.6887655107810043e-06,16.600000000000001
2.25,116,83.410152966488226,8.7991781131888285,154.20932957521256,0.78364208332457241,0.0068981782969462268,0.00012865870137782949,1.4588761009599461e-06,4.558839965062479e-08,235.99999376491931,6.2350806015891767e-06,972.99992596799791,7.4032001861300012e-05,7.4032001861300012e-05,5177.9999962164757,3.7835236568780658e-06,3.7835236568780658e-06,16.600000000000001
2.5,116,82.414353699626474,9.6204041553738708,154.0347550717172,0.95565210457633609,0.009376396458428176,0.00021364396484149824,2.6896524170134462e-06,9.3630712175079527e-08,235.99998845076951,1.1549230403438752e-05,972.99986287063723,0.00013712936259547783,0.00013712936259547783,5177.9999922292945,7.7707052035880674e-06,7.7707052035880674e-06,16.600000000000001
2.75,116,81.431733761317659,10.413382340202988,153.84511125365054,1.1421804861619029,0.01236602934280609,0.00033738297459955942,4.6686311005937102e-06,1.7923898963959852e-07,235.99997985915147,2.0140848446284716e-05,972.99976085838432,0.00023914161537889246,0.00023914161537889246,5177.9999851243965,1.4875603487008444e-05,1.4875603487008444e-05,16.600000000000001
3,116,80.462094547167098,11.17889400311614,153.64098051633428,1.342592902161164,0.015907403978946522,0.00051114357659819197,7.7101889020495955e-06,3.2376004967709718e-07,235.999966581867,3.3418132902164945e-05,972.99960321106187,0.00039678893785800341,0.00039678893785800341,5177.9999731301423,2.6869857546265047e-05,2.6869857546265047e-05,16.600000000000001
3.25,116,79.50524094293921,11.91770389449797,153.42293206834916,1.5562682689479193,0.020038998246458019,0.00074789536839013474,1.2212112714082241e-05,5.5697529781733236e-07,235.99994682173917,5.3178260733142594e-05,972.99936858998069,0.00063141001906302601,0.00063141001906302601,5177.9999537748827,4.6225119177291278e-05,4.6225119177291278e-05,16.600000000000001
3.5,116,78.560981258987198,12.630560167899779,153.19152184115939,1.7825987597702604,0.024797470585363655,0.0010623427573435472,1.8666516404649145e-05,9.1921117119955228e-07,235.99991833621021,8.1663789671119179e-05,972.99903036826618,0.00096963173357153478,0.00096963173357153478,5177.9999237117963,7.6288205205797232e-05,7.6288205205797232e-05,16.600000000000001
3.75,116,77.629127165484192,13.318194403075298,152.94729243414068,2.0209897962774237,0.030217689578871967,0.0014709455841541354,2.7670710341155811e-05,1.4637084450142616e-06,235.99987837976693,0.00012162023297928904,972.99855594726773,0.0014440527319289796,0.0014440527319289796,5177.999878522267,0.00012147773354596115,0.00012147773354596115,16.600000000000001
